"","geography","Level","date","N_ED_epic","N_RSV_ED_epic","N_flu_ED_epic","N_covid_ED_epic","pct_RSV_ED_epic","pct_flu_ED_epic","pct_covid_ED_epic","ED_epic_scale_RSV","ED_epic_scale_flu","ED_epic_scale_covid"
"21015","Oklahoma","<1 Years",2023-10-14,333,13,NA,11,NA,NA,NA,NA,NA,NA
"21016","Oklahoma","<1 Years",2023-10-21,351,13,NA,15,NA,NA,3.803186730016,NA,NA,38.7999373318961
"21017","Oklahoma","<1 Years",2023-10-28,285,17,NA,15,4.52417329610312,NA,4.27998849051481,24.0120568871049,NA,43.6642471174463
"21018","Oklahoma","<1 Years",2023-11-04,343,27,NA,20,5.84677870034118,NA,5.12252198610953,31.031787150999,NA,52.2597353618431
"21019","Oklahoma","<1 Years",2023-11-11,397,37,NA,24,7.71884388055078,NA,5.71313391173405,40.9677760403461,NA,58.2851312544096
"21020","Oklahoma","<1 Years",2023-11-18,450,58,NA,27,10.0268360832798,NA,5.95874794682177,53.2174482875741,NA,60.7908744234276
"21021","Oklahoma","<1 Years",2023-11-25,455,56,NA,30,11.5054934803046,NA,6.21291554792814,61.0654247487055,NA,63.3838806823352
"21022","Oklahoma","<1 Years",2023-12-02,491,79,NA,41,13.7620647437348,NA,6.98123736412942,73.0421802797028,NA,71.2222647627332
"21023","Oklahoma","<1 Years",2023-12-09,436,67,NA,44,14.5880926064599,NA,8.34515173721811,77.4263244607344,NA,85.1368569083812
"21024","Oklahoma","<1 Years",2023-12-16,448,81,NA,41,16.5123142181815,NA,9.19794477751115,87.6391336923909,NA,93.8370125592471
"21025","Oklahoma","<1 Years",2023-12-23,492,89,11,50,17.1789201714101,NA,9.80204348652268,91.1771458379457,NA,100
"21026","Oklahoma","<1 Years",2023-12-30,565,115,19,45,18.8412567793503,NA,9.09299637007116,100,NA,92.766333699433
"21027","Oklahoma","<1 Years",2024-01-06,460,71,22,45,17.9593986012965,3.46040430392761,9.30327069719331,95.3195363325215,28.6862338462176,94.9115427817154
"21028","Oklahoma","<1 Years",2024-01-13,351,47,14,25,16.3930260999647,4.04468151422108,8.28990586269027,87.0060118172749,33.5298044851948,84.5732410194719
"21029","Oklahoma","<1 Years",2024-01-20,317,32,22,22,12.9732444076613,5.23709192524627,7.94839296988065,68.8555151049143,43.4147083539448,81.0891420835798
"21030","Oklahoma","<1 Years",2024-01-27,326,29,43,22,10.7935520452535,8.03961704305546,6.93701215721949,57.2867944620501,66.6472221957883,70.771081221559
"21031","Oklahoma","<1 Years",2024-02-03,340,27,44,33,8.9771730720118,11.0238078703835,7.79813723403085,47.6463602037981,91.3857175841184,79.556239928469
"21032","Oklahoma","<1 Years",2024-02-10,348,27,35,31,8.19850089390527,12.0629439280119,8.45413152920713,43.5135563933859,100,86.2486637692553
"21033","Oklahoma","<1 Years",2024-02-17,321,20,25,20,7.31010891841966,10.2622699095752,8.28148597498942,38.7984145857584,85.0726818496161,84.4873417096756
"21034","Oklahoma","<1 Years",2024-02-24,326,NA,26,15,NA,8.60703112694556,6.5799341886307,NA,71.3510000403696,67.1281880934092
"21035","Oklahoma","<1 Years",2024-03-02,316,14,18,11,NA,7.15327488270481,4.77092308236949,NA,59.299578323446,48.6727394030568
"21036","Oklahoma","<1 Years",2024-03-09,313,12,14,15,NA,6.04816870160806,4.29152397348783,NA,50.1384134561326,43.7819315879231
"21037","Oklahoma","<1 Years",2024-03-16,314,NA,17,16,NA,5.19435290699277,4.45629544262411,NA,43.0604082883177,45.4629225911036
"21038","Oklahoma","<1 Years",2024-03-23,322,15,19,12,NA,5.26249243578172,4.53819391472622,NA,43.6252747852159,46.2984470632681
"21039","Oklahoma","<1 Years",2024-03-30,266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21040","Oklahoma","<1 Years",2024-04-06,271,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21041","Oklahoma","<1 Years",2024-04-13,283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21042","Oklahoma","<1 Years",2024-04-20,294,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21043","Oklahoma","<1 Years",2024-04-27,333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21044","Oklahoma","<1 Years",2024-05-04,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21045","Oklahoma","<1 Years",2024-05-11,277,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21046","Oklahoma","<1 Years",2024-05-18,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21047","Oklahoma","<1 Years",2024-05-25,282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21048","Oklahoma","<1 Years",2024-06-01,316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21049","Oklahoma","<1 Years",2024-06-08,264,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21050","Oklahoma","<1 Years",2024-06-15,271,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21051","Oklahoma","<1 Years",2024-06-22,262,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21052","Oklahoma","<1 Years",2024-06-29,259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21053","Oklahoma","<1 Years",2024-07-06,214,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21054","Oklahoma","<1 Years",2024-07-13,238,NA,NA,13,NA,NA,NA,NA,NA,NA
"21055","Oklahoma","<1 Years",2024-07-20,264,NA,NA,15,NA,NA,NA,NA,NA,NA
"21056","Oklahoma","<1 Years",2024-07-27,295,NA,NA,23,NA,NA,6.3135377417531,NA,NA,64.4104237084226
"21057","Oklahoma","<1 Years",2024-08-03,259,NA,NA,20,NA,NA,7.06681202443914,NA,NA,72.0952935391039
"21058","Oklahoma","<1 Years",2024-08-10,271,NA,NA,22,NA,NA,7.87889969077035,NA,NA,80.3801748237849
"21059","Oklahoma","<1 Years",2024-08-17,282,NA,NA,30,NA,NA,8.82612892505332,NA,NA,90.0437642129298
"21060","Oklahoma","<1 Years",2024-08-24,330,NA,NA,33,NA,NA,9.58545968438408,NA,NA,97.7904219417473
"21061","Oklahoma","<1 Years",2024-08-31,343,NA,NA,21,NA,NA,8.92024895064409,NA,NA,91.0039724156395
"21062","Oklahoma","<1 Years",2024-09-07,350,NA,NA,26,NA,NA,7.85034013605442,NA,NA,80.0888115508593
"21063","Oklahoma","<1 Years",2024-09-14,317,NA,NA,14,NA,NA,5.98914139788408,NA,NA,61.1009470231268
"21064","Oklahoma","<1 Years",2024-09-21,340,NA,NA,24,NA,NA,6.30126624782405,NA,NA,64.2852304877853
"21065","Oklahoma","<1 Years",2024-09-28,272,NA,NA,11,NA,NA,5.17311498731985,NA,NA,52.7758828496591
"21066","Oklahoma","<1 Years",2024-10-05,298,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21067","Oklahoma","<1 Years",2024-10-12,287,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21068","Oklahoma","<1 Years",2024-10-19,285,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21069","Oklahoma","<1 Years",2024-10-26,318,NA,NA,11,NA,NA,NA,NA,NA,NA
"21070","Oklahoma","<1 Years",2024-11-02,299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21071","Oklahoma","<1 Years",2024-11-09,292,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21072","Oklahoma","<1 Years",2024-11-16,319,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21073","Oklahoma","<1 Years",2024-11-23,358,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21074","Oklahoma","<1 Years",2024-11-30,326,17,NA,11,NA,NA,NA,NA,NA,NA
"21075","Oklahoma","<1 Years",2024-12-07,386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21076","Oklahoma","<1 Years",2024-12-14,367,17,NA,18,NA,NA,NA,NA,NA,NA
"21077","Oklahoma","<1 Years",2024-12-21,439,48,NA,18,NA,NA,NA,NA,NA,NA
"21078","Oklahoma","<1 Years",2024-12-28,587,76,28,28,9.50442748671575,NA,4.59162565959883,50.4447638393869,NA,46.8435552842842
"21079","Oklahoma","<1 Years",2025-01-04,597,92,26,24,13.0971717104076,NA,4.29678177624016,69.5132594592197,NA,43.8355714514838
"21080","Oklahoma","<1 Years",2025-01-11,440,89,19,15,16.1949490280027,4.4811025772263,4.06640281579287,85.9547174461953,37.1476697891343,41.4852558181768
"21081","Oklahoma","<1 Years",2025-01-18,505,89,30,23,17.7538067877139,4.87129491843657,3.99454895238267,94.2283574584673,40.3823059073059,40.75220598516
"21082","Oklahoma","<1 Years",2025-01-25,305,49,41,NA,17.9722029580007,7.90046627613581,NA,95.3874954758745,65.4936831612867,NA
"21083","Oregon","<1 Years",2023-07-01,145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21084","Oregon","<1 Years",2023-07-08,163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21085","Oregon","<1 Years",2023-07-15,136,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21086","Oregon","<1 Years",2023-07-22,113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21087","Oregon","<1 Years",2023-07-29,133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21088","Oregon","<1 Years",2023-08-05,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21089","Oregon","<1 Years",2023-08-12,127,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21090","Oregon","<1 Years",2023-08-19,167,NA,NA,17,NA,NA,NA,NA,NA,NA
"21091","Oregon","<1 Years",2023-08-26,159,NA,NA,24,NA,NA,NA,NA,NA,NA
"21092","Oregon","<1 Years",2023-09-02,145,NA,NA,20,NA,NA,13.0223612631601,NA,NA,88.213354638665
"21093","Oregon","<1 Years",2023-09-09,147,NA,NA,22,NA,NA,14.6178098218251,NA,NA,99.0209084047711
"21094","Oregon","<1 Years",2023-09-16,161,NA,NA,25,NA,NA,14.7623467177976,NA,NA,100
"21095","Oregon","<1 Years",2023-09-23,182,NA,NA,17,NA,NA,13.2781986819254,NA,NA,89.9463949448981
"21096","Oregon","<1 Years",2023-09-30,171,NA,NA,13,NA,NA,10.823649610835,NA,NA,73.319302260974
"21097","Oregon","<1 Years",2023-10-07,185,NA,NA,18,NA,NA,8.89090941722521,NA,NA,60.2269380823191
"21098","Oregon","<1 Years",2023-10-14,176,NA,NA,18,NA,NA,9.186447212763,NA,NA,62.2289083732722
"21099","Oregon","<1 Years",2023-10-21,153,NA,NA,11,NA,NA,9.0488483135542,NA,NA,61.2968147038902
"21100","Oregon","<1 Years",2023-10-28,161,11,NA,NA,NA,NA,NA,NA,NA,NA
"21101","Oregon","<1 Years",2023-11-04,153,NA,NA,11,NA,NA,NA,NA,NA,NA
"21102","Oregon","<1 Years",2023-11-11,194,12,NA,NA,NA,NA,NA,NA,NA,NA
"21103","Oregon","<1 Years",2023-11-18,189,16,NA,NA,NA,NA,NA,NA,NA,NA
"21104","Oregon","<1 Years",2023-11-25,191,15,NA,NA,7.50152620575967,NA,NA,38.2405599794341,NA,NA
"21105","Oregon","<1 Years",2023-12-02,201,23,NA,NA,9.25393255887382,NA,NA,47.1738088166042,NA,NA
"21106","Oregon","<1 Years",2023-12-09,221,32,NA,17,11.2586090733543,NA,NA,57.393056258877,NA,NA
"21107","Oregon","<1 Years",2023-12-16,216,27,NA,13,12.8074746929005,NA,NA,65.2887146888729,NA,NA
"21108","Oregon","<1 Years",2023-12-23,226,38,NA,NA,14.5979324336951,NA,NA,74.415938236386,NA,NA
"21109","Oregon","<1 Years",2023-12-30,274,65,NA,32,17.6789290097539,NA,NA,90.1219467380623,NA,NA
"21110","Oregon","<1 Years",2024-01-06,279,51,NA,32,19.6054523072449,NA,NA,99.9427922152025,NA,NA
"21111","Oregon","<1 Years",2024-01-13,184,31,NA,16,19.6166745722186,NA,10.6146727802935,100,NA,71.903695145545
"21112","Oregon","<1 Years",2024-01-20,145,19,NA,NA,16.0769480850972,NA,NA,81.9555222059176,NA,NA
"21113","Oregon","<1 Years",2024-01-27,153,NA,NA,11,NA,NA,NA,NA,NA,NA
"21114","Oregon","<1 Years",2024-02-03,155,NA,NA,15,NA,NA,NA,NA,NA,NA
"21115","Oregon","<1 Years",2024-02-10,195,18,NA,NA,NA,NA,NA,NA,NA,NA
"21116","Oregon","<1 Years",2024-02-17,177,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21117","Oregon","<1 Years",2024-02-24,195,13,NA,NA,NA,NA,NA,NA,NA,NA
"21118","Oregon","<1 Years",2024-03-02,208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21119","Oregon","<1 Years",2024-03-09,182,11,NA,NA,NA,NA,NA,NA,NA,NA
"21120","Oregon","<1 Years",2024-03-16,178,NA,NA,11,NA,NA,NA,NA,NA,NA
"21121","Oregon","<1 Years",2024-03-23,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21122","Oregon","<1 Years",2024-03-30,184,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21123","Oregon","<1 Years",2024-04-06,160,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21124","Oregon","<1 Years",2024-04-13,189,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21125","Oregon","<1 Years",2024-04-20,168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21126","Oregon","<1 Years",2024-04-27,201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21127","Oregon","<1 Years",2024-05-04,198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21128","Oregon","<1 Years",2024-05-11,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21129","Oregon","<1 Years",2024-05-18,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21130","Oregon","<1 Years",2024-05-25,178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21131","Oregon","<1 Years",2024-06-01,208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21132","Oregon","<1 Years",2024-06-08,204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21133","Oregon","<1 Years",2024-06-15,197,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21134","Oregon","<1 Years",2024-06-22,173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21135","Oregon","<1 Years",2024-06-29,198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21136","Oregon","<1 Years",2024-07-06,155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21137","Oregon","<1 Years",2024-07-13,153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21138","Oregon","<1 Years",2024-07-20,179,NA,NA,11,NA,NA,NA,NA,NA,NA
"21139","Oregon","<1 Years",2024-07-27,170,NA,NA,20,NA,NA,NA,NA,NA,NA
"21140","Oregon","<1 Years",2024-08-03,148,NA,NA,16,NA,NA,9.5735893632706,NA,NA,64.851405716739
"21141","Oregon","<1 Years",2024-08-10,191,NA,NA,21,NA,NA,11.1900936970232,NA,NA,75.801591108359
"21142","Oregon","<1 Years",2024-08-17,145,NA,NA,12,NA,NA,10.0271457592274,NA,NA,67.9237925440308
"21143","Oregon","<1 Years",2024-08-24,147,NA,NA,19,NA,NA,10.7319321782995,NA,NA,72.6980092220773
"21144","Oregon","<1 Years",2024-08-31,155,NA,NA,19,NA,NA,11.1530322177073,NA,NA,75.5505369905796
"21145","Oregon","<1 Years",2024-09-07,185,NA,NA,24,NA,NA,12.7187358523764,NA,NA,86.1565989169095
"21146","Oregon","<1 Years",2024-09-14,159,NA,NA,14,NA,NA,11.345356311881,NA,NA,76.8533386240207
"21147","Oregon","<1 Years",2024-09-21,209,NA,NA,27,NA,NA,11.5655549021984,NA,NA,78.3449618362838
"21148","Oregon","<1 Years",2024-09-28,176,NA,NA,18,NA,NA,10.650321486965,NA,NA,72.14517915451
"21149","Oregon","<1 Years",2024-10-05,154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21150","Oregon","<1 Years",2024-10-12,174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21151","Oregon","<1 Years",2024-10-19,154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21152","Oregon","<1 Years",2024-10-26,152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21153","Oregon","<1 Years",2024-11-02,144,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21154","Oregon","<1 Years",2024-11-09,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21155","Oregon","<1 Years",2024-11-16,164,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21156","Oregon","<1 Years",2024-11-23,176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21157","Oregon","<1 Years",2024-11-30,197,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21158","Oregon","<1 Years",2024-12-07,201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21159","Oregon","<1 Years",2024-12-14,241,19,15,NA,NA,NA,NA,NA,NA,NA
"21160","Oregon","<1 Years",2024-12-21,259,15,38,NA,NA,NA,NA,NA,NA,NA
"21161","Oregon","<1 Years",2024-12-28,317,30,54,NA,7.71301520545601,12.6435271257712,NA,39.3186682944686,82.7140943139636,NA
"21162","Oregon","<1 Years",2025-01-04,318,51,45,NA,10.4309880126796,15.2858194611662,NA,53.1740890856805,100,NA
"21163","Oregon","<1 Years",2025-01-11,218,33,26,NA,13.5463576418107,14.370749738757,NA,69.0553212367359,94.0136037538981,NA
"21164","Oregon","<1 Years",2025-01-18,210,24,16,NA,14.2013073188424,11.2321988399537,NA,72.3940608106658,73.4811690566494,NA
"21165","Oregon","<1 Years",2025-01-25,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21166","Pennsylvania","<1 Years",2023-07-01,568,NA,NA,11,NA,NA,NA,NA,NA,NA
"21167","Pennsylvania","<1 Years",2023-07-08,583,NA,NA,11,NA,NA,NA,NA,NA,NA
"21168","Pennsylvania","<1 Years",2023-07-15,610,NA,NA,19,NA,NA,2.31272208983357,NA,NA,16.7056964528624
"21169","Pennsylvania","<1 Years",2023-07-22,606,NA,NA,20,NA,NA,2.76729219473138,NA,NA,19.9892341603762
"21170","Pennsylvania","<1 Years",2023-07-29,581,NA,NA,30,NA,NA,3.85953177299051,NA,NA,27.8789079471271
"21171","Pennsylvania","<1 Years",2023-08-05,572,NA,NA,29,NA,NA,4.51125709684698,NA,NA,32.5865749335107
"21172","Pennsylvania","<1 Years",2023-08-12,584,NA,NA,36,NA,NA,5.46594160639383,NA,NA,39.482634643775
"21173","Pennsylvania","<1 Years",2023-08-19,635,NA,NA,41,NA,NA,5.89700218165324,NA,NA,42.5963538211614
"21174","Pennsylvania","<1 Years",2023-08-26,572,NA,NA,39,NA,NA,6.47975276440383,NA,NA,46.8057892677959
"21175","Pennsylvania","<1 Years",2023-09-02,566,NA,NA,52,NA,NA,7.48738462783704,NA,NA,54.0843084295853
"21176","Pennsylvania","<1 Years",2023-09-09,708,12,NA,68,NA,NA,8.53666024804553,NA,NA,61.6636367387007
"21177","Pennsylvania","<1 Years",2023-09-16,733,NA,NA,82,NA,NA,9.99290068791489,NA,NA,72.1826311556179
"21178","Pennsylvania","<1 Years",2023-09-23,747,13,NA,50,NA,NA,9.1616211133938,NA,NA,66.1779735703162
"21179","Pennsylvania","<1 Years",2023-09-30,679,20,NA,50,NA,NA,8.41470460551276,NA,NA,60.7827034204165
"21180","Pennsylvania","<1 Years",2023-10-07,785,21,NA,52,2.45365394906497,NA,6.89380483346814,10.2862970792516,NA,49.7966493507581
"21181","Pennsylvania","<1 Years",2023-10-14,739,27,NA,33,3.09141775424812,NA,6.15115599423812,12.9599536350213,NA,44.4322062411494
"21182","Pennsylvania","<1 Years",2023-10-21,744,69,NA,48,5.20097957032806,NA,5.84710354519066,21.8037351941581,NA,42.235916448327
"21183","Pennsylvania","<1 Years",2023-10-28,822,84,NA,58,7.71558585916839,NA,5.99102262815851,32.3455588829562,NA,43.2755002895521
"21184","Pennsylvania","<1 Years",2023-11-04,894,95,NA,60,10.0398566202892,NA,6.73966112325286,42.0894510689828,NA,48.6832090267804
"21185","Pennsylvania","<1 Years",2023-11-11,1005,155,NA,51,12.0894206282066,NA,6.28066577740147,50.6817076406212,NA,45.3677060725877
"21186","Pennsylvania","<1 Years",2023-11-18,1057,225,NA,66,15.7786480473127,NA,6.01004110014461,66.1478206352051,NA,43.4128781532365
"21187","Pennsylvania","<1 Years",2023-11-25,1115,275,11,97,20.4577410205641,NA,6.67275515798913,85.7636839082814,NA,48.1999210642989
"21188","Pennsylvania","<1 Years",2023-12-02,1187,294,18,106,23.5728869980621,NA,7.95790480989808,98.8231118614334,NA,57.4830597845408
"21189","Pennsylvania","<1 Years",2023-12-09,1071,237,27,118,23.8536173917649,1.67466115274486,9.54912260680345,100,15.1716237546351,68.9770484580379
"21190","Pennsylvania","<1 Years",2023-12-16,1092,264,53,110,23.690999740358,2.96363874217088,10.0070254413879,99.318268383633,26.8491401183932,72.2846597759302
"21191","Pennsylvania","<1 Years",2023-12-23,1153,265,60,156,23.0960656551188,4.19276812955707,11.5403074818411,96.8241641332453,37.9844605864314,83.3601558145743
"21192","Pennsylvania","<1 Years",2023-12-30,1317,215,146,194,21.1614421474013,7.04769901611063,12.7778766679564,88.7137652954349,63.8487598718621,92.2996022156535
"21193","Pennsylvania","<1 Years",2024-01-06,1095,177,88,133,18.4909619426745,8.10871562507244,13.4688295506901,77.5184813229137,73.4610595076439,97.290625206665
"21194","Pennsylvania","<1 Years",2024-01-13,812,92,57,119,14.6064712800638,8.71401172562828,13.8439130410352,61.2337786767156,78.9447507503344,100
"21195","Pennsylvania","<1 Years",2024-01-20,733,75,33,102,12.5754521414549,6.51942683286105,13.5722357444936,52.7192665788141,59.0628682357149,98.0375685997428
"21196","Pennsylvania","<1 Years",2024-01-27,741,51,46,74,9.48152131861275,5.9098593595589,12.8523644117888,39.748777566484,53.5404804124555,92.8376563309284
"21197","Pennsylvania","<1 Years",2024-02-03,715,47,47,86,7.89598042272703,5.76110007286858,11.9766309498484,33.1018155152141,52.192792897298,86.5118909252619
"21198","Pennsylvania","<1 Years",2024-02-10,780,43,48,76,6.32294605978816,6.31169999591052,10.5860221649695,26.5072838049757,57.1809631059588,76.4669796291785
"21199","Pennsylvania","<1 Years",2024-02-17,786,22,56,79,4.96174309151408,6.61731822037166,10.6074841189345,20.8007993505717,59.9497170753717,76.6220077191509
"21200","Pennsylvania","<1 Years",2024-02-24,779,29,69,56,4.01150804628546,7.37867923847208,8.99439459827117,16.8171895289575,66.8472813313603,64.9700310281538
"21201","Pennsylvania","<1 Years",2024-03-02,755,24,64,47,3.23350385768524,8.15300425120769,7.82158653804589,13.5556121513107,73.8622931370455,56.4983795756423
"21202","Pennsylvania","<1 Years",2024-03-09,731,18,47,38,3.12130322857272,7.92129312779744,6.20407581400954,13.0852406044305,71.7631019195374,44.8144668029903
"21203","Pennsylvania","<1 Years",2024-03-16,727,14,39,34,2.52230346459405,6.75696048251631,5.36675925290503,10.5740920681692,61.2148087376655,38.7662017017679
"21204","Pennsylvania","<1 Years",2024-03-23,720,NA,29,32,NA,5.27394601109124,4.77318554674855,NA,47.7794116447898,34.4785866004807
"21205","Pennsylvania","<1 Years",2024-03-30,769,NA,22,18,NA,4.08438257571316,3.82063347925871,NA,37.0025396523593,27.5979303534619
"21206","Pennsylvania","<1 Years",2024-04-06,737,NA,14,21,NA,2.9294096598747,3.21151202388708,NA,26.5390411128642,23.1980077769034
"21207","Pennsylvania","<1 Years",2024-04-13,706,NA,14,NA,NA,2.24781801156917,NA,NA,20.3641489411291,NA
"21208","Pennsylvania","<1 Years",2024-04-20,728,NA,12,12,NA,1.84364914186063,NA,NA,16.702573574373,NA
"21209","Pennsylvania","<1 Years",2024-04-27,721,NA,NA,13,NA,NA,NA,NA,NA,NA
"21210","Pennsylvania","<1 Years",2024-05-04,694,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21211","Pennsylvania","<1 Years",2024-05-11,703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21212","Pennsylvania","<1 Years",2024-05-18,711,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21213","Pennsylvania","<1 Years",2024-05-25,690,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21214","Pennsylvania","<1 Years",2024-06-01,673,NA,NA,13,NA,NA,NA,NA,NA,NA
"21215","Pennsylvania","<1 Years",2024-06-08,666,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21216","Pennsylvania","<1 Years",2024-06-15,658,NA,NA,13,NA,NA,NA,NA,NA,NA
"21217","Pennsylvania","<1 Years",2024-06-22,639,NA,NA,12,NA,NA,NA,NA,NA,NA
"21218","Pennsylvania","<1 Years",2024-06-29,591,NA,NA,23,NA,NA,2.58177571024303,NA,NA,18.6491760139659
"21219","Pennsylvania","<1 Years",2024-07-06,613,NA,NA,27,NA,NA,3.39140364666281,NA,NA,24.4974353465689
"21220","Pennsylvania","<1 Years",2024-07-13,572,NA,NA,35,NA,NA,4.80505259552303,NA,NA,34.7087747610103
"21221","Pennsylvania","<1 Years",2024-07-20,590,NA,NA,41,NA,NA,5.82420045369696,NA,NA,42.0704784581734
"21222","Pennsylvania","<1 Years",2024-07-27,602,NA,NA,48,NA,NA,7.0138185293881,NA,NA,50.6635552289171
"21223","Pennsylvania","<1 Years",2024-08-03,609,NA,NA,77,NA,NA,9.18875087673424,NA,NA,66.3739424648045
"21224","Pennsylvania","<1 Years",2024-08-10,629,NA,NA,71,NA,NA,10.6349528114706,NA,NA,76.8204248318174
"21225","Pennsylvania","<1 Years",2024-08-17,616,NA,NA,66,NA,NA,11.548574073929,NA,NA,83.419868643335
"21226","Pennsylvania","<1 Years",2024-08-24,647,NA,NA,83,NA,NA,11.6101610032877,NA,NA,83.8647351285263
"21227","Pennsylvania","<1 Years",2024-08-31,670,NA,NA,83,NA,NA,11.9769281215912,NA,NA,86.5140375130213
"21228","Pennsylvania","<1 Years",2024-09-07,752,NA,NA,68,NA,NA,11.4196839473258,NA,NA,82.488844833656
"21229","Pennsylvania","<1 Years",2024-09-14,697,NA,NA,74,NA,NA,10.6825141972302,NA,NA,77.1639793284302
"21230","Pennsylvania","<1 Years",2024-09-21,711,NA,NA,45,NA,NA,8.66286560474958,NA,NA,62.5752674050445
"21231","Pennsylvania","<1 Years",2024-09-28,656,NA,NA,26,NA,NA,6.96981941896858,NA,NA,50.3457324407422
"21232","Pennsylvania","<1 Years",2024-10-05,651,NA,NA,18,NA,NA,4.35250183890744,NA,NA,31.4398235961614
"21233","Pennsylvania","<1 Years",2024-10-12,695,13,NA,22,NA,NA,3.29795307285699,NA,NA,23.8224052916356
"21234","Pennsylvania","<1 Years",2024-10-19,744,NA,NA,12,NA,NA,2.51444927007703,NA,NA,18.1628507967644
"21235","Pennsylvania","<1 Years",2024-10-26,800,20,NA,23,NA,NA,2.55112361723524,NA,NA,18.4277639542619
"21236","Pennsylvania","<1 Years",2024-11-02,781,24,NA,23,NA,NA,2.47761520245618,NA,NA,17.8967839158785
"21237","Pennsylvania","<1 Years",2024-11-09,802,34,NA,21,3.27079495031095,NA,2.81279874896625,13.7119452223634,NA,20.3179458049812
"21238","Pennsylvania","<1 Years",2024-11-16,802,49,NA,11,4.47403684557279,NA,2.31165577307265,18.7562195372405,NA,16.697994029727
"21239","Pennsylvania","<1 Years",2024-11-23,863,61,11,19,5.80583111552906,NA,2.06388239520935,24.3394157799036,NA,14.9082299859276
"21240","Pennsylvania","<1 Years",2024-11-30,911,97,NA,24,7.94191060214001,NA,2.06922031276453,33.2943656792359,NA,14.9467878527631
"21241","Pennsylvania","<1 Years",2024-12-07,1054,139,12,35,10.3012873027036,NA,2.71892432597628,43.185430257886,NA,19.6398541215698
"21242","Pennsylvania","<1 Years",2024-12-14,933,141,13,29,12.9826786454982,NA,3.02113455914597,54.4264562991618,NA,21.8228368683835
