"","geography","Level","date","N_ED_epic","N_RSV_ED_epic","N_flu_ED_epic","N_covid_ED_epic","pct_RSV_ED_epic","pct_flu_ED_epic","pct_covid_ED_epic","ED_epic_scale_RSV","ED_epic_scale_flu","ED_epic_scale_covid"
"5704","Indiana","18-64 Years",2024-08-17,12274,NA,14,338,NA,NA,2.38953812970628,NA,NA,72.4692867646967
"5705","Indiana","18-64 Years",2024-08-24,12226,NA,NA,328,NA,NA,2.59263272799863,NA,NA,78.6286865671256
"5706","Indiana","18-64 Years",2024-08-31,12363,NA,12,316,NA,NA,2.66420318027651,NA,NA,80.7992565051086
"5707","Indiana","18-64 Years",2024-09-07,12128,NA,NA,239,NA,NA,2.40315582760548,NA,NA,72.8822807411741
"5708","Indiana","18-64 Years",2024-09-14,12049,NA,12,190,NA,NA,2.0345182328514,NA,NA,61.7023362848096
"5709","Indiana","18-64 Years",2024-09-21,12432,NA,12,119,NA,NA,1.50158266442687,NA,NA,45.5396058997494
"5710","Indiana","18-64 Years",2024-09-28,11959,NA,16,96,NA,0.109969624826251,1.11228141984179,NA,2.43927691416798,33.732979681503
"5711","Indiana","18-64 Years",2024-10-05,11873,NA,12,69,NA,0.110461733689371,0.780366807002066,NA,2.45019256283882,23.6667602057619
"5712","Indiana","18-64 Years",2024-10-12,11967,NA,14,55,NA,0.117282829755892,0.61449681316767,NA,2.60149381707766,18.6362984611231
"5713","Indiana","18-64 Years",2024-10-19,11574,NA,16,50,NA,0.118766307767586,0.490916833360406,NA,2.63439939143347,14.888397189454
"5714","Indiana","18-64 Years",2024-10-26,11853,NA,13,81,NA,0.12163538150635,0.524990429642394,NA,2.69803937699377,15.9217722962858
"5715","Indiana","18-64 Years",2024-11-02,11768,NA,21,60,NA,0.142122597928291,0.54174376773199,NA,3.15247390045933,16.4298631474789
"5716","Indiana","18-64 Years",2024-11-09,11734,NA,17,72,NA,0.144335013655845,0.602276679431017,NA,3.20154831184602,18.2656894446546
"5717","Indiana","18-64 Years",2024-11-16,11599,NA,22,66,NA,0.170999896440665,0.564157770036385,NA,3.79301193735874,17.1096291408935
"5718","Indiana","18-64 Years",2024-11-23,11706,NA,21,64,NA,0.171314945763161,0.576448081240848,NA,3.80000016288377,17.4823664812317
"5719","Indiana","18-64 Years",2024-11-30,10825,NA,36,69,NA,0.233876738585923,0.584385379575645,NA,5.18770642434131,17.7230867869722
"5720","Indiana","18-64 Years",2024-12-07,11532,15,80,85,NA,0.401893503300581,0.640406999884491,NA,8.91454841374696,19.4220958200206
"5721","Indiana","18-64 Years",2024-12-14,11770,21,160,125,NA,0.795224534406632,0.812171638708917,NA,17.6391694654126,24.6313288145709
"5722","Indiana","18-64 Years",2024-12-21,12113,42,259,189,0.218409154941442,1.39710290746627,1.11980287642443,44.0185566586752,30.9896562281074,33.9610884474606
"5723","Indiana","18-64 Years",2024-12-28,12533,55,649,232,0.321332027527638,2.89197203857698,1.49114741988093,64.7618093836983,64.1479012160476,45.2231285353339
"5724","Indiana","18-64 Years",2025-01-04,12630,68,591,265,0.441325668288477,3.99862091910647,1.83653303620578,88.9455340811721,88.6948892650699,55.6978930777705
"5725","Indiana","18-64 Years",2025-01-11,11262,43,413,166,0.453019014967009,4.50828785315505,1.80775843574891,91.3022312783958,100,54.8252245289304
"5726","Indiana","18-64 Years",2025-01-18,11810,34,447,165,0.402702401208365,4.04382079189252,1.6564277765188,81.1613344180907,89.6974843578926,50.2357079174564
"5727","Indiana","18-64 Years",2025-01-25,6494,13,364,78,0.289963785389617,4.35243382186282,1.35740436875332,58.439799923034,96.5429440983196,41.1670042975744
"5728","Iowa","18-64 Years",2023-07-01,4585,NA,NA,18,NA,NA,NA,NA,NA,NA
"5729","Iowa","18-64 Years",2023-07-08,4842,NA,NA,14,NA,NA,NA,NA,NA,NA
"5730","Iowa","18-64 Years",2023-07-15,4766,NA,NA,11,NA,NA,0.304174248595401,NA,NA,7.42146371126185
"5731","Iowa","18-64 Years",2023-07-22,4832,NA,NA,12,NA,NA,0.256094200641737,NA,NA,6.24837186416574
"5732","Iowa","18-64 Years",2023-07-29,4946,NA,NA,24,NA,NA,0.321462160008376,NA,NA,7.84326670013211
"5733","Iowa","18-64 Years",2023-08-05,4823,NA,NA,32,NA,NA,0.465690808421539,NA,NA,11.3622617671551
"5734","Iowa","18-64 Years",2023-08-12,4837,NA,NA,36,NA,NA,0.630997009106929,NA,NA,15.3955222265737
"5735","Iowa","18-64 Years",2023-08-19,4742,NA,NA,56,NA,NA,0.862895580883011,NA,NA,21.053551606368
"5736","Iowa","18-64 Years",2023-08-26,4819,NA,NA,64,NA,NA,1.08442521703323,NA,NA,26.4585921817942
"5737","Iowa","18-64 Years",2023-09-02,4788,NA,NA,82,NA,NA,1.4072091828974,NA,NA,34.3341092589303
"5738","Iowa","18-64 Years",2023-09-09,4933,NA,NA,94,NA,NA,1.64874179753797,NA,NA,40.2271969970232
"5739","Iowa","18-64 Years",2023-09-16,4843,NA,NA,74,NA,NA,1.71537585131006,NA,NA,41.8529829216613
"5740","Iowa","18-64 Years",2023-09-23,4751,NA,NA,77,NA,NA,1.68474137086446,NA,NA,41.1055406710756
"5741","Iowa","18-64 Years",2023-09-30,4836,NA,NA,68,NA,NA,1.51827023861316,NA,NA,37.0438573672433
"5742","Iowa","18-64 Years",2023-10-07,4645,NA,NA,50,NA,NA,1.36775281831105,NA,NA,33.3714242870493
"5743","Iowa","18-64 Years",2023-10-14,4482,NA,NA,64,NA,NA,1.30349366127159,NA,NA,31.803582813661
"5744","Iowa","18-64 Years",2023-10-21,4386,NA,NA,50,NA,NA,1.21478370097609,NA,NA,29.639172926234
"5745","Iowa","18-64 Years",2023-10-28,4533,NA,NA,52,NA,NA,1.23835600347316,NA,NA,30.2143070422243
"5746","Iowa","18-64 Years",2023-11-04,4352,NA,NA,59,NA,NA,1.21427752725893,NA,NA,29.6268229331272
"5747","Iowa","18-64 Years",2023-11-11,4558,NA,24,80,NA,NA,1.41933249059281,NA,NA,34.629902504208
"5748","Iowa","18-64 Years",2023-11-18,4639,NA,17,92,NA,NA,1.69801344365289,NA,NA,41.4293623194478
"5749","Iowa","18-64 Years",2023-11-25,4409,NA,39,136,NA,0.592519780051417,2.27431382800486,NA,12.7983135011716,55.4903566639871
"5750","Iowa","18-64 Years",2023-12-02,4548,NA,48,163,NA,0.768807193369375,2.88392622596006,NA,16.6060877863745,70.3641216531389
"5751","Iowa","18-64 Years",2023-12-09,4660,NA,53,200,NA,1.0257674491593,3.65347937999003,NA,22.1563799819452,89.1402370964858
"5752","Iowa","18-64 Years",2023-12-16,4476,NA,80,172,NA,1.32668604169077,3.90618505628395,NA,28.6561638123093,95.3059332884071
"5753","Iowa","18-64 Years",2023-12-23,4542,18,130,189,NA,1.92894146909616,4.09857489613303,NA,41.664765427343,100
"5754","Iowa","18-64 Years",2023-12-30,4770,26,173,202,NA,2.75877324434861,4.0795600111371,NA,59.5889724673056,99.5360610583479
"5755","Iowa","18-64 Years",2024-01-06,4824,21,152,155,0.458899315750066,3.21330724695993,3.86968816097474,87.4253796190331,69.406819665347,94.4154555922781
"5756","Iowa","18-64 Years",2024-01-13,3870,23,133,95,0.524904001274889,3.4048129980491,3.30089412039796,100,73.5433071248946,80.5376064620003
"5757","Iowa","18-64 Years",2024-01-20,4188,20,118,68,0.502397849126092,3.13505954453612,2.43052274886424,95.7123298557195,67.7166843144574,59.3016550986396
"5758","Iowa","18-64 Years",2024-01-27,4338,13,149,61,0.457182478308442,3.22967636362188,1.82821501597497,87.0983031560124,69.7603894428129,44.6061146204716
"5759","Iowa","18-64 Years",2024-02-03,4610,21,180,59,0.410921214269849,3.38563063297977,1.43656371679202,78.285022265367,73.1289717218978,35.0503224461606
"5760","Iowa","18-64 Years",2024-02-10,4563,22,164,50,0.412449222557096,3.64448151632555,1.26059158431412,78.576124692389,78.7201011097251,30.7568268547069
"5761","Iowa","18-64 Years",2024-02-17,4477,18,191,53,0.446575114849718,3.92164390212618,1.18647508243451,85.0774834569892,84.706755435259,28.9484787396209
"5762","Iowa","18-64 Years",2024-02-24,4731,16,233,53,0.407462925329755,4.26177980059313,1.13328977966771,77.6261800900941,92.0536255451564,27.6508251865046
"5763","Iowa","18-64 Years",2024-03-02,4652,NA,197,31,NA,4.47531682597838,0.990159688018095,NA,96.6659843000842,24.1586335033746
"5764","Iowa","18-64 Years",2024-03-09,4646,16,183,36,NA,4.36619096840812,0.853836900734559,NA,94.3088867258104,20.832531364503
"5765","Iowa","18-64 Years",2024-03-16,4652,15,136,24,NA,3.69902789000348,0.652382427670409,NA,79.8982923097246,15.9172991638124
"5766","Iowa","18-64 Years",2024-03-23,4558,NA,135,19,NA,3.27472376160193,0.56920557560441,NA,70.7334045912874,13.8878900600658
"5767","Iowa","18-64 Years",2024-03-30,4347,11,100,15,NA,2.7285787399224,0.425940731521658,NA,58.9367769682361,10.3924105894351
"5768","Iowa","18-64 Years",2024-04-06,4353,NA,89,23,NA,2.43560980345265,0.430095432025364,NA,52.6087041826839,10.4937799826753
"5769","Iowa","18-64 Years",2024-04-13,4484,NA,68,NA,NA,1.95383572352312,NA,NA,42.2024765439349,NA
"5770","Iowa","18-64 Years",2024-04-20,4493,NA,42,NA,NA,1.4986191782212,NA,NA,32.3698865548061,NA
"5771","Iowa","18-64 Years",2024-04-27,4295,NA,22,11,NA,0.987838028356085,NA,NA,21.3371117740294,NA
"5772","Iowa","18-64 Years",2024-05-04,4305,NA,21,NA,NA,0.644938613634908,NA,NA,13.930550243562,NA
"5773","Iowa","18-64 Years",2024-05-11,4763,NA,14,NA,NA,0.431320263104584,NA,NA,9.31643488111278,NA
"5774","Iowa","18-64 Years",2024-05-18,4740,NA,NA,11,NA,NA,NA,NA,NA,NA
"5775","Iowa","18-64 Years",2024-05-25,4876,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5776","Iowa","18-64 Years",2024-06-01,4950,NA,NA,13,NA,NA,NA,NA,NA,NA
"5777","Iowa","18-64 Years",2024-06-08,4882,NA,NA,NA,NA,NA,NA,NA,NA,NA
